prompt,label
Serait-il possible de donner les chiffres importants sans oublier les points clés,Valeur
J'aimerais bien me montrer les images,Image
Je voudrais présenter l'organisation sans oublier les points clés,Structure
Peux-tu ouvrir dans word,Autre
J'aimerais bien traduire le texte sans oublier les points clés,Autre
Je souhaite extraire les figures brièvement,Image
Donne-moi me dire qui est le responsable en détail,Question
Merci de me dire l'objectif clairement,Question
Donne-moi donner la table des matières en quelques mots,Structure
Peux-tu extraire les points clés sans oublier les points clés,Résumé
Est-ce possible de convertir ce fichier brièvement,Autre
J'aimerais bien me faire un résumé clairement,Résumé
Je voudrais donner les chiffres importants clairement,Valeur
Merci de répondre à la question sur le projet brièvement,Question
J'aimerais bien récapituler le document avec précision,Résumé
Pourrais-tu ouvrir dans word sans oublier les points clés,Autre
Merci de imprimer le fichier rapidement,Autre
J'aimerais bien partager par mail brièvement,Autre
Je souhaite me dire l'objectif de façon synthétique,Question
Est-ce possible de lister les sections de façon synthétique,Structure
Est-ce que tu peux me montrer la structure brièvement,Structure
Est-ce que tu peux me dire l'objectif rapidement,Question
Est-ce possible de montrer le budget clairement,Valeur
Peux-tu indiquer le plan rapidement,Structure
Donne-moi donner les chiffres importants sans oublier les points clés,Valeur
J'aimerais bien montrer le budget de façon synthétique,Valeur
Je souhaite me montrer les images sans oublier les points clés,Image
Merci de donner les descriptions d'image,Image
Merci de donner un aperçu général avec précision,Résumé
Merci de présenter l'organisation,Structure
Donne-moi me donner le chiffre d'affaires rapidement,Valeur
Serait-il possible de récapituler le document avec précision,Résumé
Merci de expliquer la structure du document en quelques mots,Structure
Donne-moi donner les descriptions d'image en quelques mots,Image
Pourrais-tu imprimer le fichier de façon synthétique,Autre
Je voudrais partager par mail de façon synthétique,Autre
Pourrais-tu répondre à la question sur le projet clairement,Question
Merci de répondre à la question sur le projet sans oublier les points clés,Question
Donne-moi me dire qui est le responsable brièvement,Question
Est-ce que tu peux afficher les éléments visuels en détail,Image
Est-ce possible de identifier les visuels avec précision,Image
Je voudrais me dire l'objectif en détail,Question
Peux-tu identifier les visuels s'il te plaît,Image
Est-ce que tu peux fournir les dépenses totales avec précision,Valeur
J'aimerais bien imprimer le fichier rapidement,Autre
Merci de récapituler le document sans oublier les points clés,Résumé
Peux-tu expliquer les résultats s'il te plaît,Question
Serait-il possible de donner les chiffres importants en quelques mots,Valeur
Donne-moi partager par mail en quelques mots,Autre
Peux-tu fournir les dépenses totales en détail,Valeur
Je voudrais donner les chiffres importants s'il te plaît,Valeur
Je souhaite répondre à la question sur le projet de façon synthétique,Question
Est-ce que tu peux convertir ce fichier de façon synthétique,Autre
Donne-moi fournir les dépenses totales rapidement,Valeur
Pourrais-tu montrer le budget sans oublier les points clés,Valeur
Je voudrais donner les descriptions d'image en quelques mots,Image
Merci de expliquer les résultats en détail,Question
Donne-moi convertir ce fichier en quelques mots,Autre
Est-ce possible de donner les descriptions d'image sans oublier les points clés,Image
Donne-moi récapituler le document clairement,Résumé
Je souhaite identifier les visuels avec précision,Image
Est-ce possible de montrer le budget en détail,Valeur
Pourrais-tu résumer ce document,Résumé
Je voudrais me faire un résumé s'il te plaît,Résumé
Pourrais-tu lister les sections en détail,Structure
Je voudrais fournir les dépenses totales avec précision,Valeur
Serait-il possible de synthétiser le contenu brièvement,Résumé
Est-ce que tu peux imprimer le fichier avec précision,Autre
Merci de me dire qui est le responsable clairement,Question
Est-ce que tu peux me dire qui est le responsable,Question
Peux-tu fournir les dépenses totales,Valeur
Je souhaite lister les sections rapidement,Structure
Donne-moi me dire l'objectif sans oublier les points clés,Question
Pourrais-tu identifier les visuels en détail,Image
Est-ce que tu peux me faire un résumé en quelques mots,Résumé
Je souhaite me montrer la structure de façon synthétique,Structure
Est-ce possible de expliquer la structure du document rapidement,Structure
Peux-tu identifier les visuels rapidement,Image
Je voudrais extraire les figures avec précision,Image
Merci de ouvrir dans word,Autre
J'aimerais bien me montrer les images rapidement,Image
Je souhaite me dire l'objectif en détail,Question
Est-ce que tu peux indiquer l'auteur avec précision,Question
Est-ce possible de donner la date du document s'il te plaît,Question
Merci de me montrer la structure rapidement,Structure
J'aimerais bien me montrer la structure avec précision,Structure
Peux-tu ouvrir dans word s'il te plaît,Autre
Est-ce que tu peux montrer le budget clairement,Valeur
Merci de montrer le budget brièvement,Valeur
Donne-moi résumer ce document clairement,Résumé
Est-ce possible de me faire un résumé en quelques mots,Résumé
Serait-il possible de présenter l'organisation s'il te plaît,Structure
Pourrais-tu lister les graphiques sans oublier les points clés,Image
Merci de montrer le budget clairement,Valeur
Peux-tu expliquer la structure du document brièvement,Structure
Serait-il possible de indiquer l'auteur avec précision,Question
Est-ce possible de me donner le chiffre d'affaires rapidement,Valeur
Est-ce que tu peux donner la table des matières avec précision,Structure
Pourrais-tu traduire le texte en détail,Autre
Pourrais-tu afficher les valeurs financières de façon synthétique,Valeur
Est-ce que tu peux lister les sections clairement,Structure
Je souhaite afficher les valeurs financières sans oublier les points clés,Valeur
Je voudrais présenter l'organisation de façon synthétique,Structure
Je souhaite me montrer les images,Image
Est-ce que tu peux expliquer la structure du document,Structure
Est-ce possible de extraire les figures brièvement,Image
Peux-tu me faire un résumé sans oublier les points clés,Résumé
Serait-il possible de identifier les visuels en détail,Image
J'aimerais bien partager par mail clairement,Autre
Pourrais-tu indiquer les montants sans oublier les points clés,Valeur
Je souhaite traduire le texte,Autre
Pourrais-tu récapituler le document de façon synthétique,Résumé
Peux-tu résumer ce document en détail,Résumé
Est-ce que tu peux ouvrir dans word en détail,Autre
Je voudrais identifier les visuels,Image
Je voudrais indiquer les montants clairement,Valeur
Est-ce que tu peux montrer le budget de façon synthétique,Valeur
Peux-tu donner un aperçu général en détail,Résumé
Merci de me montrer les images avec précision,Image
Peux-tu ouvrir dans word avec précision,Autre
Serait-il possible de convertir ce fichier brièvement,Autre
Peux-tu partager par mail brièvement,Autre
Est-ce que tu peux me faire un résumé avec précision,Résumé
Peux-tu télécharger le document clairement,Autre
Est-ce possible de résumer ce document en quelques mots,Résumé
Donne-moi lister les sections clairement,Structure
J'aimerais bien donner les chiffres importants brièvement,Valeur
Donne-moi me donner le chiffre d'affaires avec précision,Valeur
Je souhaite me dire qui est le responsable sans oublier les points clés,Question
Je voudrais identifier les visuels rapidement,Image
J'aimerais bien synthétiser le contenu,Résumé
Pourrais-tu synthétiser le contenu en quelques mots,Résumé
Serait-il possible de indiquer le plan s'il te plaît,Structure
Donne-moi présenter l'organisation rapidement,Structure
Serait-il possible de convertir ce fichier sans oublier les points clés,Autre
Je souhaite me montrer la structure,Structure
Peux-tu traduire le texte brièvement,Autre
Serait-il possible de lister les graphiques avec précision,Image
Est-ce que tu peux donner la date du document de façon synthétique,Question
Est-ce que tu peux expliquer les résultats s'il te plaît,Question
Peux-tu donner un aperçu général s'il te plaît,Résumé
Donne-moi identifier les visuels de façon synthétique,Image
Pourrais-tu présenter l'organisation de façon synthétique,Structure
Je voudrais donner la table des matières en quelques mots,Structure
Peux-tu me dire l'objectif clairement,Question
Je voudrais me dire l'objectif de façon synthétique,Question
Je voudrais indiquer le plan brièvement,Structure
J'aimerais bien partager par mail en détail,Autre
J'aimerais bien fournir les dépenses totales rapidement,Valeur
Peux-tu donner les descriptions d'image en détail,Image
J'aimerais bien expliquer la structure du document en détail,Structure
Serait-il possible de extraire les figures,Image
Je souhaite résumer ce document rapidement,Résumé
Est-ce que tu peux indiquer l'auteur en détail,Question
Je voudrais lister les sections avec précision,Structure
Merci de me montrer la structure sans oublier les points clés,Structure
Serait-il possible de lister les sections de façon synthétique,Structure
Je voudrais identifier les visuels rapidement,Image
Pourrais-tu indiquer les montants s'il te plaît,Valeur
Donne-moi indiquer l'auteur avec précision,Question
Pourrais-tu synthétiser le contenu en quelques mots,Résumé
Je voudrais récapituler le document clairement,Résumé
Peux-tu expliquer les résultats de façon synthétique,Question
